"","dir1","NCX.HP","NCX.AM","NCX.BG","HP.AM","HP.BG","BG.AM","mean_pw"
"GO:0051172","decreasing",0.333333333333333,0.333333333333333,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.311111111111111
"GO:0031328","decreasing",0.666666666666667,0.5,0.5,0,0,1,0.444444444444444
"GO:0019219","decreasing",0,0.25,0.2,0.333333333333333,0.2,0.5,0.247222222222222
"GO:0045934","decreasing",0,0.5,0.25,0.2,0.666666666666667,0,0.269444444444444
"GO:0010629","decreasing",0.333333333333333,0.4,0.2,0.5,0.25,0.5,0.363888888888889
"GO:0045892","decreasing",0.75,0.25,0.25,0,0.428571428571429,0,0.279761904761905
"GO:0009891","decreasing",0,0.666666666666667,0.333333333333333,0,1,0,0.333333333333333
"GO:0045893","decreasing",0.5,0.333333333333333,0.333333333333333,0.5,0,0.5,0.361111111111111
"GO:0010628","decreasing",0.5,0.5,0.25,0.5,0.6,0.25,0.433333333333333
"GO:0051254","decreasing",0.2,0,0.4,0,0.4,0.5,0.25
"GO:1902680","decreasing",0.166666666666667,0,0.25,0.333333333333333,0.5,1,0.375
"GO:00015011","decreasing",0.2,0.4,0.333333333333333,0,0.5,0.5,0.322222222222222
"GO:0045935","decreasing",0.333333333333333,0.25,0.2,1,0,0.5,0.380555555555556
"GO:0051173","decreasing",0.4,0.666666666666667,0,0.5,0.4,0.333333333333333,0.383333333333333
"GO:0010557","decreasing",0.25,0.666666666666667,0.25,0,0.25,0.5,0.319444444444444
"GO:1902679","decreasing",0.166666666666667,0.4,0.2,0.25,0.2,0.666666666666667,0.313888888888889
"GO:0009058","decreasing",0,0,0.5,0,0,0.333333333333333,0.138888888888889
"GO:0044770","decreasing",0.5,0,0,0.333333333333333,0.333333333333333,0.25,0.236111111111111
"GO:0031327","decreasing",0,0,0.333333333333333,0.5,0.333333333333333,0,0.194444444444444
"GO:2000113","decreasing",0.2,0.666666666666667,0,0.333333333333333,0.5,0,0.283333333333333
"GO:0009890","decreasing",0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.25,0,0.375
"GO:0010605","decreasing",0,0.666666666666667,0,0,1,0,0.277777777777778
"GO:0010558","decreasing",0,0.25,0,0.25,0.666666666666667,0,0.194444444444444
"GO:0044772","decreasing",0.4,0.4,0.4,0,0.333333333333333,0,0.255555555555556
"GO:00220081","decreasing",0,0,0,0.5,1,0.25,0.291666666666667
"GO:0006325","decreasing",0.2,0,0.166666666666667,0,0,0,0.0611111111111111
"GO:0010604","decreasing",0.25,0,0.25,0,0,0.5,0.166666666666667
"GO:0065004","decreasing",0.5,0.2,0.2,0,0.2,0,0.183333333333333
"GO:0000082","decreasing",0.2,0.285714285714286,0.2,0.2,0,0,0.147619047619048
"GO:0009892","decreasing",0.2,0,0.25,0.666666666666667,0.5,0.5,0.352777777777778
"GO:0044843","decreasing",0.333333333333333,0,0,0.4,0.2,0.166666666666667,0.183333333333333
"GO:0048863","decreasing",0.166666666666667,0,0,0,0,0.333333333333333,0.0833333333333333
"GO:0006334","decreasing",0.285714285714286,0.222222222222222,0.142857142857143,0.142857142857143,0.125,0.5,0.236441798941799
"GO:0071824","decreasing",0.428571428571429,0.4,0.2,0,0,0,0.171428571428571
"GO:0071103","decreasing",0,0.4,0,0.25,0,0,0.108333333333333
"GO:0045944","decreasing",0,0,1,0,0,0.5,0.25
"GO:00098931","decreasing",0.5,0,0.5,0,0.5,0.333333333333333,0.305555555555556
"GO:0034724","decreasing",0,0,0,0.166666666666667,0,0,0.0277777777777778
"GO:0006323","decreasing",0.166666666666667,0.4,0.333333333333333,0.25,0.25,0,0.233333333333333
"GO:0034728","decreasing",0.333333333333333,0.5,0.142857142857143,0.166666666666667,0.166666666666667,0.6,0.318253968253968
"GO:00613511","decreasing",0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.25,0.319444444444444
"GO:0031497","decreasing",0.6,0.142857142857143,0.4,0.2,0.2,0.333333333333333,0.312698412698413
"GO:0044839","decreasing",0,0.25,0,0.25,0.2,0,0.116666666666667
"GO:0048483","decreasing",0,0,0,0.2,0.2,0.2,0.1
"GO:0000086","decreasing",0.166666666666667,0,0,0.5,0,0,0.111111111111111
"GO:0006333","decreasing",0.2,0,0.6,0.142857142857143,0.2,0.25,0.232142857142857
"GO:0006412","decreasing",0.333333333333333,0.333333333333333,0.5,0,0,0.5,0.277777777777778
"GO:0048864","decreasing",0.5,0.166666666666667,0,0,0.2,0,0.144444444444444
"GO:00071551","decreasing",0,0,0,1,0,0,0.166666666666667
"GO:00100011","decreasing",0,0,0,0.333333333333333,0,0,0.0555555555555556
"GO:0016071","decreasing",0.25,0,0.5,0.5,0,0.5,0.291666666666667
"GO:0043010","decreasing",0.833333333333333,0.285714285714286,0.142857142857143,0,0,0.333333333333333,0.265873015873016
"GO:0045814","decreasing",0.2,0,0.2,0.2,0.2,0.333333333333333,0.188888888888889
"GO:00226101","decreasing",0.5,0,0,0,0,0.2,0.116666666666667
"GO:00301981","decreasing",0.6,0,0.333333333333333,0.25,0,0,0.197222222222222
"GO:00430621","decreasing",0.333333333333333,0.5,0.666666666666667,0,0.333333333333333,0,0.305555555555556
"GO:0008380","decreasing",0,0.25,0.333333333333333,0.333333333333333,0.2,0.666666666666667,0.297222222222222
"GO:0001654","decreasing",0.5,0.166666666666667,0.5,0.25,0.25,0.2,0.311111111111111
"GO:0032465","decreasing",0,0.25,0.166666666666667,0.5,0.25,0.333333333333333,0.25
"GO:00420631","decreasing",0.2,0.25,0.5,0.25,0.125,0,0.220833333333333
"GO:00442361","decreasing",0.25,0.333333333333333,0.166666666666667,0.2,0,0.5,0.241666666666667
"GO:00442591","decreasing",0.25,0,0,0,0,0,0.0416666666666667
"GO:0044728","decreasing",0.5,0,0.25,0,0.25,0.5,0.25
"GO:00614481","decreasing",0,0,0,0,0,0,0
"GO:0014031","decreasing",0.333333333333333,0.333333333333333,0.25,0,0.25,0.666666666666667,0.305555555555556
"GO:0030900","decreasing",0,0.333333333333333,0,0.5,0,0,0.138888888888889
"GO:0007423","decreasing",0.166666666666667,0.428571428571429,0.2,0,0.333333333333333,0,0.188095238095238
"GO:00329631","decreasing",0.2,0,0.166666666666667,0.333333333333333,0,0,0.116666666666667
"GO:0007052","decreasing",0.166666666666667,0.333333333333333,0,0,0,0,0.0833333333333333
"GO:0006397","decreasing",0,0,0.333333333333333,0,0,0.25,0.0972222222222222
"GO:0044243","decreasing",1,0.333333333333333,0,0,0,0.333333333333333,0.277777777777778
"GO:0048762","decreasing",0.428571428571429,0,0.4,0,0,0,0.138095238095238
"GO:0022616","decreasing",0.2,0.333333333333333,0,0.4,0.285714285714286,0,0.203174603174603
"GO:0006305","decreasing",0.5,0.2,0.333333333333333,0,0.333333333333333,0.5,0.311111111111111
"GO:0006306","decreasing",0.5,0.333333333333333,0.5,0.2,0.333333333333333,0.5,0.394444444444444
"GO:0071559","decreasing",0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0,0.194444444444444
"GO:0071560","decreasing",0.25,0.25,0.5,0.25,0.333333333333333,0,0.263888888888889
"GO:0006396","decreasing",0,0,0,0,0,0,0
"GO:0006413","decreasing",0.142857142857143,0,0,0,0,0,0.0238095238095238
"GO:00986091","decreasing",0,0.25,0.25,0.333333333333333,0,0.333333333333333,0.194444444444444
"GO:0055123","decreasing",0,0,0,0.25,0.25,0,0.0833333333333333
"GO:0060351","decreasing",0.25,0.25,0.2,0,0,0.333333333333333,0.172222222222222
"GO:0034453","decreasing",0.166666666666667,0,0,0,0.333333333333333,0,0.0833333333333333
"GO:0015931","decreasing",0,0,0,0,0,0,0
"GO:0006304","decreasing",0.6,0.2,0.428571428571429,0,0.666666666666667,0.333333333333333,0.371428571428571
"GO:00506731","decreasing",0.333333333333333,0.333333333333333,0,0,0,0,0.111111111111111
"GO:00512161","decreasing",0.75,0.2,0,0,0,0,0.158333333333333
"GO:0060348","decreasing",0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.166666666666667
"GO:0048593","decreasing",0,0,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333
"GO:0006403","decreasing",0.666666666666667,0,0,0,0,0,0.111111111111111
"GO:0014013","decreasing",0,0,0.142857142857143,0.5,0.333333333333333,0,0.162698412698413
"GO:0021877","decreasing",0.2,0.25,0.25,0,0,0,0.116666666666667
"GO:0035329","decreasing",0,0.2,0.2,0.142857142857143,0.166666666666667,0,0.118253968253968
"GO:0051291","decreasing",0.166666666666667,0.375,0.142857142857143,0.166666666666667,0.333333333333333,0.2,0.230753968253968
"GO:0040029","decreasing",0,0.333333333333333,0.333333333333333,0.333333333333333,0.25,1,0.375
"GO:0006346","decreasing",0.4,0.666666666666667,0.4,0,0.5,0.25,0.369444444444444
"GO:0014014","decreasing",0,0,0.25,0.25,0.333333333333333,0.5,0.222222222222222
"GO:00508481","decreasing",0.333333333333333,0,0,0,0,0,0.0555555555555556
"GO:00487091","decreasing",0,0,0,0,0.5,0,0.0833333333333333
"GO:00156981","decreasing",0,0,0,0,0.333333333333333,0,0.0555555555555556
"GO:00217821","decreasing",0,0,0.5,0,0.25,0,0.125
"GO:0048705","decreasing",0.25,0.2,0.333333333333333,0,0.5,0,0.213888888888889
"GO:0050657","decreasing",0,0,0,0,0,0,0
"GO:0050658","decreasing",0,0,0,0,0,0,0
"GO:0051236","decreasing",0,0.5,0,0,0,0,0.0833333333333333
"GO:0048596","decreasing",0,0.4,0.375,0,0.2,0.333333333333333,0.218055555555556
"GO:0031076","decreasing",0.5,0,0.166666666666667,0.166666666666667,0.285714285714286,0,0.186507936507937
"GO:00218921","decreasing",0.25,0.25,0.25,0,0,0,0.125
"GO:00971541","decreasing",0,0,0.25,0,0.5,0,0.125
"GO:0006457","decreasing",0,0,0,0,0,0,0
"GO:0031109","decreasing",0,0,0,0.333333333333333,0.5,1,0.305555555555556
"GO:0031016","decreasing",0,0.5,0.5,0,0,0,0.166666666666667
"GO:0032945","decreasing",0.333333333333333,0.5,0,0.166666666666667,0.25,0.333333333333333,0.263888888888889
"GO:0050672","decreasing",0,0.333333333333333,0,0.2,0.428571428571429,0.166666666666667,0.188095238095238
"GO:0060350","decreasing",0.2,0,0,0,0.25,0.2,0.108333333333333
"GO:0006302","decreasing",0,0,0,0.2,0,0,0.0333333333333333
"GO:0060563","decreasing",0,0,0,0,0.166666666666667,0.166666666666667,0.0555555555555556
"GO:00708481","decreasing",0.333333333333333,0,0,0,0,0,0.0555555555555556
"GO:00108101","decreasing",0,0,0,0.5,0,0,0.0833333333333333
"GO:0070664","decreasing",0,0,0,0.2,0.285714285714286,0.666666666666667,0.192063492063492
"GO:0048048","decreasing",0.2,0,0,0.166666666666667,0.166666666666667,0.25,0.130555555555556
"GO:0000375","decreasing",0.5,0,0.666666666666667,0,0,0,0.194444444444444
"GO:0000377","decreasing",0,0.25,0,0,1,0,0.208333333333333
"GO:0000398","decreasing",0,0.333333333333333,1,0.333333333333333,0,0,0.277777777777778
"GO:00315891","decreasing",0,0,0,0,0,0,0
"GO:0010212","decreasing",0.666666666666667,0,0,0.333333333333333,0,0,0.166666666666667
"GO:1902850","decreasing",0,0.25,0.5,0,0.25,0.333333333333333,0.222222222222222
"GO:0006401","decreasing",0.2,0,0.5,0.333333333333333,0.5,0.5,0.338888888888889
"GO:0048706","decreasing",0.333333333333333,0.333333333333333,0.5,0.2,0,0,0.227777777777778
"GO:0042476","decreasing",0,0,0,0.5,0,0,0.0833333333333333
"GO:0034101","decreasing",0.5,0,0,0,0.5,0.5,0.25
"GO:0048592","decreasing",0,0.25,0,0.25,0.333333333333333,0,0.138888888888889
"GO:0072089","decreasing",0.5,0,0,0,0.333333333333333,0,0.138888888888889
"GO:0051225","decreasing",0.166666666666667,0.2,0,0.333333333333333,0,0,0.116666666666667
"GO:00709771","decreasing",0,0,0,0.333333333333333,0.333333333333333,0,0.111111111111111
"GO:0043589","decreasing",0.25,0,0,0.5,0.333333333333333,0,0.180555555555556
"GO:0009125","decreasing",0,0,0.5,0.5,0,0,0.166666666666667
"GO:0009128","decreasing",0,0,0,0,0,0,0
"GO:0009158","decreasing",0,0,0,0,0,0,0
"GO:0009169","decreasing",0,0,0,0,0,0,0
"GO:0045787","decreasing",0.25,0,0,0.2,0.2,0,0.108333333333333
"GO:0007492","decreasing",0,0.333333333333333,0,0,0.5,0.5,0.222222222222222
"GO:0050768","decreasing",0.2,0,0,0.5,0.5,0.2,0.233333333333333
"GO:00986611","decreasing",0,0,0,0.25,0,0,0.0416666666666667
"GO:1900151","decreasing",0.333333333333333,0,1,0.25,1,0.5,0.513888888888889
"GO:0003279","decreasing",0.428571428571429,0,0.2,0,0.25,0.333333333333333,0.201984126984127
"GO:0007405","decreasing",0.25,0,0,0.333333333333333,0.333333333333333,0,0.152777777777778
"GO:0032964","decreasing",0,0,1,0,0.25,0,0.208333333333333
"GO:0071478","decreasing",0.25,0,1,0.5,0,0.333333333333333,0.347222222222222
"GO:0000245","decreasing",0,0,0.5,0,0.5,0.4,0.233333333333333
"GO:0044786","decreasing",0,0.25,0.2,0.25,0,0,0.116666666666667
"GO:0031440","decreasing",0.333333333333333,0,0,0,0.5,0.25,0.180555555555556
"GO:00480091","decreasing",0.333333333333333,0.2,0,0,0.333333333333333,0,0.144444444444444
"GO:0003231","decreasing",0.2,0,0.166666666666667,0,0.5,0.2,0.177777777777778
"GO:0060349","decreasing",0.25,0,0,0,0,0.333333333333333,0.0972222222222222
"GO:0060836","decreasing",0.333333333333333,0,0,0,0,0.25,0.0972222222222222
"GO:0000956","decreasing",0.25,0,1,0.333333333333333,0.5,0.5,0.430555555555556
"GO:00456671","decreasing",0,0.4,0,0.333333333333333,0,0,0.122222222222222
"GO:0061014","decreasing",0.25,0,1,0,1,0,0.375
"GO:0009314","decreasing",0,0,0.333333333333333,0,0.5,0.5,0.222222222222222
"GO:0071897","decreasing",0.333333333333333,0.25,0.25,0,0,0,0.138888888888889
"GO:0034330","decreasing",0.166666666666667,1,0,0,0,0.333333333333333,0.25
"GO:0035107","decreasing",0,0.166666666666667,0.571428571428571,0.5,0.333333333333333,0.2,0.295238095238095
"GO:0035108","decreasing",0.2,0.2,0.4,0.142857142857143,0.333333333333333,0.5,0.296031746031746
"GO:0001837","decreasing",0.25,0.333333333333333,0,0,0,0,0.0972222222222222
"GO:0003007","decreasing",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.5,0.347222222222222
"GO:0017145","decreasing",0,0,0,0,0,0.333333333333333,0.0555555555555556
"GO:0048736","decreasing",0,0.2,0,0.166666666666667,0.166666666666667,0,0.0888888888888889
"GO:0060173","decreasing",0.333333333333333,0.333333333333333,0.2,0.2,0.2,0.2,0.244444444444444
"GO:0048568","decreasing",0,0,0,0,0,1,0.166666666666667
"GO:0048665","decreasing",0.2,0,0,0.333333333333333,0,0,0.0888888888888889
"GO:0006474","decreasing",0.25,0.2,0.166666666666667,0.2,0.25,0.25,0.219444444444444
"GO:0006402","decreasing",0.5,0,0.333333333333333,0,0,0.333333333333333,0.194444444444444
"GO:0034332","decreasing",0.5,0.5,0,0.5,0,0,0.25
"GO:0021697","decreasing",0.25,0,0,0,0.25,0.333333333333333,0.138888888888889
"GO:0071229","decreasing",0.166666666666667,1,0,0,0.333333333333333,0,0.25
"GO:00706611","decreasing",0,0,0,0,0.5,0,0.0833333333333333
"GO:00020621","decreasing",0.25,0.25,0.333333333333333,0,0,0.5,0.222222222222222
"GO:0002069","decreasing",0.25,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.208333333333333
"GO:0006612","decreasing",0.2,0,0.5,0,0.333333333333333,0,0.172222222222222
"GO:0090150","decreasing",0.333333333333333,0,0.333333333333333,0,0,0,0.111111111111111
"GO:0031123","decreasing",0,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0,0.25
